index,filename,avg_dna_damage_foci/glia_+,avg_dna_damage_foci/glia_+_damage_+,avg_dna_damage_foci/all_nuclei,avg_dna_damage_foci/all_nuclei_damage_+,nr_+_dna_damage_glia_nuclei,nr_+_dna_damage_all_nuclei,nr_-_dna_damage_glia_nuclei,nr_glia_+_nuclei,nr_total_nuclei,%_dna_damage_signal,%_glia+_signal,damage_load_ratio_glia_+_cells,damage_load_ratio_all_cells,tissue_location,staining_id,animal_id,sex,genotype,dna_damage_stain_quality_manual,manual_qc,glia_stain_quality_auto,dna_damage_stain_quality_auto,staining_qc_passed
98,DSB Iba1 24_40X_CTX2,0.7058823529411765,1.2,0.4555984555984556,1.3563218390804597,10,87,7,17,259,0.5938529968261719,3.3802032470703125,0.5882352941176471,0.3359073359073359,CTX2,24,887,male,APP/PS1,good,passed,optimal,optimal,True
99,DSB Iba1 24_40X_CTX3,0.0769230769230769,1.0,0.5473684210526316,1.793103448275862,1,58,12,13,190,0.5388259887695312,1.4982223510742188,0.0769230769230769,0.3052631578947368,CTX3,24,887,male,APP/PS1,good,passed,optimal,optimal,True
100,DSB Iba1 24_40X_DG,0.0,,0.1348314606741573,1.2413793103448276,0,29,8,8,267,0.1180648803710937,0.8672714233398438,0.0,0.1086142322097378,DG,24,887,male,APP/PS1,good,passed,optimal,optimal,True
101,DSB Iba1 25_40X_CA1,1.375,1.8333333333333333,1.6158940397350994,2.259259259259259,6,108,2,8,151,1.3138771057128906,3.17068099975586,0.75,0.7152317880794702,CA1,25,2014,male,APP/PS1,good,passed,optimal,optimal,True
102,DSB Iba1 25_40X_CA3,1.2222222222222223,1.375,1.9197080291970805,3.058139534883721,8,86,1,9,137,2.0705223083496094,2.813243865966797,0.8888888888888888,0.6277372262773723,CA3,25,2014,male,APP/PS1,good,passed,optimal,optimal,True
103,DSB Iba1 25_40X_CTX1,0.56,1.2727272727272727,0.6090225563909775,1.265625,11,64,14,25,133,0.565338134765625,3.438568115234375,0.44,0.4812030075187969,CTX1,25,2014,male,APP/PS1,good,passed,optimal,optimal,True
104,DSB Iba1 25_40X_CTX2,1.65,2.2,1.78125,2.7142857142857144,15,126,5,20,192,1.6091346740722656,6.374835968017578,0.75,0.65625,CTX2,25,2014,male,APP/PS1,good,passed,optimal,optimal,True
105,DSB Iba1 25_40X_CTX3,1.3333333333333333,1.7142857142857142,2.2216216216216216,2.8541666666666665,7,144,2,9,185,1.6841888427734375,2.7411460876464844,0.7777777777777778,0.7783783783783784,CTX3,25,2014,male,APP/PS1,good,passed,optimal,optimal,True
106,DSB Iba1 25_40X_DG,2.1333333333333333,2.4615384615384617,2.067469879518072,2.2698412698412698,13,378,2,15,415,4.139518737792969,3.351020812988281,0.8666666666666667,0.910843373493976,DG,25,2014,male,APP/PS1,good,passed,optimal,optimal,True
107,DSB Iba1 26_40X_CA1,2.571428571428572,3.0,3.4571428571428573,3.934959349593496,6,123,1,7,140,7.658481597900391,5.84564208984375,0.8571428571428571,0.8785714285714286,CA1,26,231,male,APP/PS1 x Neil3 KO,poor,failed,optimal,optimal,False
108,DSB Iba1 26_40X_CA3,3.6,3.6,3.796875,4.189655172413793,5,58,0,5,64,14.291000366210938,6.870269775390625,1.0,0.90625,CA3,26,231,male,APP/PS1 x Neil3 KO,poor,failed,optimal,optimal,False
109,DSB Iba1 26_40X_CTX1,1.5,1.5,1.9553571428571428,1.990909090909091,8,110,0,8,112,48.14224243164063,11.133575439453123,1.0,0.9821428571428572,CTX1,26,231,male,APP/PS1 x Neil3 KO,poor,failed,optimal,suboptimal,False
110,DSB Iba1 26_40X_CTX2,1.6666666666666667,1.6666666666666667,2.411764705882353,2.4322033898305087,15,118,0,15,119,50.63896179199219,13.045120239257812,1.0,0.9915966386554622,CTX2,26,231,male,APP/PS1 x Neil3 KO,poor,failed,optimal,suboptimal,False
111,DSB Iba1 26_40X_CTX3,1.818181818181818,1.818181818181818,1.594059405940594,1.594059405940594,11,101,0,11,101,60.15052795410156,27.424240112304688,1.0,1.0,CTX3,26,231,male,APP/PS1 x Neil3 KO,poor,failed,optimal,suboptimal,False
112,DSB Iba1 26_40X_DG,4.166666666666667,4.166666666666667,3.54957507082153,3.808510638297872,12,329,0,12,353,15.996170043945312,7.449054718017578,1.0,0.9320113314447592,DG,26,231,male,APP/PS1 x Neil3 KO,poor,failed,optimal,optimal,False
113,DSB Iba1 27_40X_DG,2.5,2.5,2.2764976958525347,2.3864734299516908,4,207,0,4,217,37.166595458984375,1.7447471618652344,1.0,0.9539170506912442,DG,27,147,female,APP/PS1,poor,passed,optimal,suboptimal,False
114,DSB Iba1 28_40X_CA1,0.0,,0.8023255813953488,1.2545454545454546,0,55,2,2,85,1.17950439453125,2.5665283203125,0.0,0.6470588235294118,CA1,28,1887,male,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
115,DSB Iba1 28_40X_CA3,1.0,1.0,0.5223880597014925,1.3461538461538465,1,26,0,1,67,1.036834716796875,2.448272705078125,1.0,0.3880597014925373,CA3,28,1887,male,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
116,DSB Iba1 28_40X_CTX1,1.0,1.5,0.6923076923076923,1.44,2,50,1,3,104,1.6277313232421875,3.2138824462890625,0.6666666666666666,0.4807692307692308,CTX1,28,1887,male,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
117,DSB Iba1 28_40X_CTX2,0.8461538461538461,1.5714285714285714,0.927536231884058,1.9393939393939397,7,99,6,13,207,0.6724357604980469,2.5005340576171875,0.5384615384615384,0.4782608695652174,CTX2,28,1887,male,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
118,DSB Iba1 28_40X_CTX3,1.0909090909090908,1.3333333333333333,1.3451776649746192,1.8928571428571428,9,140,2,11,197,0.9607315063476562,2.412891387939453,0.8181818181818182,0.7106598984771574,CTX3,28,1887,male,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
119,DSB Iba1 28_40X_DG,2.823529411764706,2.823529411764706,2.452247191011236,2.686153846153846,17,325,0,17,356,4.607105255126953,7.0148468017578125,1.0,0.9129213483146068,DG,28,1887,male,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
120,DSB Iba1 29_40X_CA1,1.4,1.5555555555555556,0.7718120805369127,1.2921348314606742,9,89,1,10,149,0.8039474487304688,2.208709716796875,0.9,0.5973154362416108,CA1,29,1891,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
121,DSB Iba1 29_40X_CA3,1.0,1.25,0.6386554621848739,1.4901960784313726,4,51,1,5,119,0.6873130798339844,1.9129753112792969,0.8,0.4285714285714285,CA3,29,1891,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
122,DSB Iba1 29_40X_CTX1,1.125,1.6363636363636365,0.7939698492462312,1.462962962962963,11,108,5,16,199,0.9842872619628906,5.022335052490234,0.6875,0.542713567839196,CTX1,29,1891,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
123,DSB Iba1 29_40X_CTX2,1.1923076923076923,1.631578947368421,1.177664974619289,1.6934306569343065,19,137,7,26,197,1.365375518798828,7.678985595703125,0.7307692307692307,0.6954314720812182,CTX2,29,1891,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
124,DSB Iba1 29_40X_CTX3,0.9375,1.1538461538461535,0.5952380952380952,1.3157894736842106,13,76,3,16,168,0.4662513732910156,3.7689208984375,0.8125,0.4523809523809524,CTX3,29,1891,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
125,DSB Iba1 29_40X_DG,1.0,1.5,1.025974025974026,1.4363636363636365,4,275,2,6,385,2.083301544189453,2.2146224975585938,0.6666666666666666,0.7142857142857143,DG,29,1891,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
126,DSB Iba1 30_40X_CA1,0.0,,0.528169014084507,1.3392857142857142,0,56,6,6,142,0.4213333129882812,1.6625404357910156,0.0,0.3943661971830985,CA1,30,2041,female,APP/PS1,good,passed,optimal,optimal,True
127,DSB Iba1 30_40X_CA3,1.0,1.3333333333333333,0.8543689320388349,1.5714285714285714,3,56,1,4,103,0.7200241088867188,1.3019561767578125,0.75,0.5436893203883495,CA3,30,2041,female,APP/PS1,good,passed,optimal,optimal,True
128,DSB Iba1 30_40X_CTX1,0.7692307692307693,1.5384615384615383,0.4444444444444444,1.181818181818182,13,88,13,26,234,0.4976272583007812,2.780723571777344,0.5,0.376068376068376,CTX1,30,2041,female,APP/PS1,good,passed,optimal,optimal,True
129,DSB Iba1 30_40X_CTX2,0.5,1.5714285714285714,0.5152671755725191,1.3235294117647058,7,102,15,22,262,0.5642890930175781,2.3637771606445312,0.3181818181818182,0.3893129770992366,CTX2,30,2041,female,APP/PS1,good,passed,optimal,optimal,True
130,DSB Iba1 30_40X_CTX3,0.6153846153846154,1.3333333333333333,0.3668341708542713,1.351851851851852,6,54,7,13,199,0.2711296081542969,1.4829635620117188,0.4615384615384615,0.271356783919598,CTX3,30,2041,female,APP/PS1,good,passed,optimal,optimal,True
131,DSB Iba1 30_40X_DG,0.8,2.0,1.1607629427792916,1.7387755102040816,2,245,3,5,366,1.5737533569335938,2.1762847900390625,0.4,0.6693989071038251,DG,30,2041,female,APP/PS1,good,passed,optimal,optimal,True
132,DSB Iba1 31_40X_CA1,1.3636363636363635,1.875,1.0059880239520955,1.5555555555555556,8,108,3,11,167,0.908184051513672,3.847122192382813,0.7272727272727273,0.6467065868263473,CA1,31,2042,male,APP/PS1,good,passed,optimal,optimal,True
133,DSB Iba1 31_40X_CA3,2.0,2.0,0.9672131147540984,1.487394957983193,1,119,0,1,183,1.42059326171875,1.217937469482422,1.0,0.6502732240437158,CA3,31,2042,male,APP/PS1,good,passed,optimal,optimal,True
134,DSB Iba1 31_40X_CTX1,1.0,1.8333333333333333,0.4766839378238341,1.1794871794871795,6,78,5,11,192,0.45013427734375,3.5140037536621094,0.5454545454545454,0.40625,CTX1,31,2042,male,APP/PS1,good,passed,optimal,optimal,True
135,DSB Iba1 31_40X_CTX2,0.5882352941176471,1.4285714285714286,0.6208333333333333,1.2735042735042734,7,117,10,17,239,0.5597114562988281,2.959632873535156,0.4117647058823529,0.4895397489539749,CTX2,31,2042,male,APP/PS1,good,passed,optimal,optimal,True
136,DSB Iba1 31_40X_CTX3,1.1538461538461535,1.5,0.9178082191780822,1.6144578313253013,10,83,3,13,146,0.7208824157714844,3.2898902893066406,0.7692307692307693,0.5684931506849316,CTX3,31,2042,male,APP/PS1,good,passed,optimal,optimal,True
137,DSB Iba1 31_40X_DG,1.5,1.9090909090909087,1.6540880503144657,1.940959409594096,11,271,3,14,318,2.163314819335937,3.90176773071289,0.7857142857142857,0.8522012578616353,DG,31,2042,male,APP/PS1,good,passed,optimal,optimal,True
138,DSB Iba1 32_40X_CA1,4.277777777777778,4.277777777777778,4.491891891891892,4.591160220994476,18,181,0,18,185,24.217510223388672,14.134979248046877,1.0,0.9783783783783784,CA1,32,253,female,APP/PS1 x Neil3 KO,poor,failed,optimal,optimal,False
139,DSB Iba1 32_40X_CA3,1.7058823529411764,1.8125,3.903703703703704,4.022900763358779,16,131,1,17,135,35.25991439819336,14.082717895507812,0.9411764705882352,0.9703703703703704,CA3,32,253,female,APP/PS1 x Neil3 KO,poor,failed,optimal,optimal,False
140,DSB Iba1 32_40X_CTX1,2.3870967741935485,2.466666666666667,4.686206896551724,4.8021201413427566,30,283,1,31,290,26.068115234375,14.151763916015623,0.967741935483871,0.9758620689655172,CTX1,32,253,female,APP/PS1 x Neil3 KO,poor,failed,optimal,optimal,False
141,DSB Iba1 32_40X_CTX2,1.6578947368421053,1.7027027027027026,2.533613445378151,2.555084745762712,37,236,1,38,238,45.59593200683594,17.71411895751953,0.9736842105263158,0.9915966386554622,CTX2,32,253,female,APP/PS1 x Neil3 KO,poor,failed,optimal,suboptimal,False
142,DSB Iba1 32_40X_CTX3,2.814814814814815,3.04,4.117977528089888,4.4156626506024095,25,166,2,27,178,16.32986068725586,10.771465301513672,0.925925925925926,0.9325842696629212,CTX3,32,253,female,APP/PS1 x Neil3 KO,poor,failed,optimal,optimal,False
143,DSB Iba1 32_40X_DG,2.80327868852459,2.8983050847457625,3.861575178997613,4.024875621890548,59,402,2,60,415,20.56293487548828,27.629661560058597,0.9833333333333332,0.9686746987951808,DG,32,253,female,APP/PS1 x Neil3 KO,poor,failed,optimal,optimal,False
144,DSB Iba1 33_40X_CA1,1.0,1.6666666666666667,0.759493670886076,1.3333333333333333,3,90,2,5,158,0.8049964904785156,2.395153045654297,0.6,0.569620253164557,CA1,33,1996,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
145,DSB Iba1 33_40X_CA3,1.0,1.75,0.9619565217391304,1.462809917355372,4,121,3,7,184,1.3813972473144531,1.8873214721679688,0.5714285714285714,0.657608695652174,CA3,33,1996,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
146,DSB Iba1 33_40X_CTX1,0.7,1.4,0.6696428571428571,1.2295081967213115,5,122,5,10,224,1.5479087829589844,1.194000244140625,0.5,0.5446428571428571,CTX1,33,1996,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
147,DSB Iba1 33_40X_CTX2,1.2666666666666666,1.7272727272727273,1.3214285714285714,1.9770992366412212,11,131,4,15,196,1.5409469604492188,2.6653289794921875,0.7333333333333333,0.6683673469387755,CTX2,33,1996,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
148,DSB Iba1 33_40X_CTX3,0.7777777777777778,1.4,0.8301886792452831,1.5172413793103448,5,87,4,9,159,0.8223533630371094,2.5826454162597656,0.5555555555555556,0.5471698113207547,CTX3,33,1996,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
149,DSB Iba1 33_40X_DG,1.0,2.0,1.528169014084507,1.8706896551724137,4,348,4,8,425,3.18288803100586,3.2654762268066406,0.5,0.8188235294117647,DG,33,1996,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
150,DSB Iba1 34_40X_CA1,3.090909090909091,3.090909090909091,3.9518716577540105,4.151685393258427,11,178,0,11,187,11.618709564208984,5.395984649658203,1.0,0.9518716577540108,CA1,34,885,male,APP/PS1,poor,passed,optimal,optimal,True
151,DSB Iba1 34_40X_CA3,2.8,2.8,5.311787072243346,5.65587044534413,5,247,0,5,263,18.45865249633789,4.882526397705078,1.0,0.9391634980988594,CA3,34,885,male,APP/PS1,poor,passed,optimal,optimal,True
152,DSB Iba1 34_40X_CTX1,2.4545454545454546,2.7,3.251700680272109,3.763779527559055,20,254,2,22,294,9.898662567138672,6.429195404052734,0.9090909090909092,0.8639455782312925,CTX1,34,885,male,APP/PS1,poor,passed,optimal,optimal,True
153,DSB Iba1 34_40X_CTX2,2.185185185185185,2.269230769230769,3.285171102661597,3.456,26,250,1,27,263,30.911731719970703,9.55486297607422,0.9629629629629628,0.9505703422053232,CTX2,34,885,male,APP/PS1,poor,passed,optimal,optimal,True
154,DSB Iba1 34_40X_CTX3,1.8846153846153848,1.8846153846153848,2.2740384615384617,2.425641025641025,26,195,0,26,208,8.549880981445312,7.129859924316406,1.0,0.9375,CTX3,34,885,male,APP/PS1,poor,passed,optimal,optimal,True
155,DSB Iba1 34_40X_DG,2.3684210526315788,2.3684210526315788,4.117824773413897,4.219814241486068,19,323,0,19,330,13.27676773071289,9.005355834960938,1.0,0.9787878787878788,DG,34,885,male,APP/PS1,poor,passed,optimal,optimal,True
156,DSB Iba1 35_40X_CA1,0.9,1.8,0.5157894736842106,1.6333333333333333,5,60,5,10,190,0.7157325744628906,3.268909454345703,0.5,0.3157894736842105,CA1,35,305,male,APP/PS1 x Neil3 KO,poor,passed,optimal,optimal,False
157,DSB Iba1 35_40X_CA3,2.6206896551724137,3.04,3.893258426966292,4.559210526315789,25,152,4,29,178,13.22774887084961,21.71812057495117,0.8620689655172413,0.8539325842696629,CA3,35,305,male,APP/PS1 x Neil3 KO,poor,passed,optimal,optimal,False
158,DSB Iba1 35_40X_CTX1,1.1111111111111112,2.0,0.6504065040650406,1.649484536082474,10,97,8,18,246,0.7575035095214844,4.521656036376953,0.5555555555555556,0.3943089430894309,CTX1,35,305,male,APP/PS1 x Neil3 KO,poor,passed,optimal,optimal,False
159,DSB Iba1 35_40X_CTX2,2.045045045045045,2.0825688073394497,2.146067415730337,2.348360655737705,109,244,2,111,267,23.38438034057617,49.62272644042969,0.981981981981982,0.9138576779026216,CTX2,35,305,male,APP/PS1 x Neil3 KO,poor,passed,suboptimal,optimal,False
160,DSB Iba1 35_40X_CTX3,2.325,2.3846153846153846,3.231527093596059,3.4345549738219896,78,191,2,80,203,13.570690155029297,36.1638069152832,0.975,0.9408866995073892,CTX3,35,305,male,APP/PS1 x Neil3 KO,poor,passed,optimal,optimal,False
161,DSB Iba1 35_40X_DG,2.485074626865672,2.664,2.8708920187793425,3.0962025316455697,125,395,9,134,426,13.68703842163086,46.29859924316406,0.9328358208955224,0.9272300469483568,DG,35,305,male,APP/PS1 x Neil3 KO,poor,passed,suboptimal,optimal,False
162,DSB Iba1 36_40X_CA1,1.25,1.4285714285714286,1.0666666666666669,1.5042735042735045,7,117,1,8,165,1.4990806579589844,2.2858619689941406,0.875,0.7090909090909091,CA1,36,2012,male,APP/PS1,good,passed,optimal,optimal,True
163,DSB Iba1 36_40X_CA3,1.0,2.0,1.0,1.546875,3,64,3,6,99,1.174163818359375,1.1386871337890625,0.5,0.6464646464646465,CA3,36,2012,male,APP/PS1,good,passed,optimal,optimal,True
164,DSB Iba1 36_40X_CTX1,1.875,2.142857142857143,1.9855769230769231,2.4730538922155687,14,167,2,16,208,2.8151512145996094,3.605270385742188,0.875,0.8028846153846154,CTX1,36,2012,male,APP/PS1,good,passed,optimal,optimal,True
165,DSB Iba1 36_40X_CTX2,1.4482758620689655,1.826086956521739,1.264840182648402,1.720496894409938,23,161,6,29,219,2.0681381225585938,4.596138000488281,0.7931034482758621,0.7351598173515982,CTX2,36,2012,male,APP/PS1,good,passed,optimal,optimal,True
166,DSB Iba1 36_40X_CTX3,1.7,2.125,1.1965317919075145,1.5923076923076922,8,130,2,10,173,1.329326629638672,2.627086639404297,0.8,0.7514450867052023,CTX3,36,2012,male,APP/PS1,good,passed,optimal,optimal,True
167,DSB Iba1 36_40X_DG,1.6,1.6,1.663716814159292,1.9515570934256052,5,289,0,5,339,4.043292999267578,1.8873214721679688,1.0,0.8525073746312685,DG,36,2012,male,APP/PS1,good,passed,optimal,optimal,True
168,DSB Iba1 37_40X_CA1,1.0,1.75,1.2692307692307692,2.2427184466019416,4,103,3,7,182,1.2406349182128906,1.4169692993164062,0.5714285714285714,0.5659340659340659,CA1,37,892,female,APP/PS1,good,passed,optimal,optimal,True
169,DSB Iba1 37_40X_CA3,0.7272727272727273,1.3333333333333333,1.6164383561643836,2.95,6,80,5,11,146,1.8404960632324217,3.2583236694335938,0.5454545454545454,0.547945205479452,CA3,37,892,female,APP/PS1,good,passed,optimal,optimal,True
170,DSB Iba1 37_40X_CTX1,1.7692307692307692,2.090909090909091,1.6403508771929824,2.2666666666666666,11,165,2,13,228,2.520465850830078,2.8922080993652344,0.8461538461538461,0.7236842105263158,CTX1,37,892,female,APP/PS1,good,passed,optimal,optimal,True
171,DSB Iba1 37_40X_CTX2,1.5833333333333333,2.235294117647059,2.2758620689655173,2.6283185840707963,17,226,7,24,261,5.1082611083984375,6.322193145751953,0.7083333333333334,0.8659003831417624,CTX2,37,892,female,APP/PS1,good,passed,optimal,optimal,True
172,DSB Iba1 37_40X_CTX3,1.793103448275862,2.363636363636364,1.4883720930232558,2.115702479338843,22,121,7,29,172,3.800201416015625,5.652999877929688,0.7586206896551724,0.7034883720930233,CTX3,37,892,female,APP/PS1,good,passed,optimal,optimal,True
173,DSB Iba1 37_40X_DG,1.4285714285714286,2.5,1.911845730027548,2.2904290429042904,4,303,3,7,362,4.963588714599609,2.9592514038085938,0.5714285714285714,0.8370165745856354,DG,37,892,female,APP/PS1,good,passed,optimal,optimal,True
174,DSB Iba1 38_40X_DG,1.0,1.0,1.276190476190476,1.2884615384615383,4,104,0,4,105,36.49396896362305,1.724529266357422,1.0,0.9904761904761904,DG,38,154,female,APP/PS1 x Neil3 KO,poor,failed,optimal,suboptimal,False
175,DSB Iba1 39_40X_CA1,1.3333333333333333,2.6666666666666665,0.8125,1.2580645161290325,3,62,3,6,96,0.7749557495117188,1.2140274047851562,0.5,0.6458333333333334,CA1,39,1989,female,APP/PS1,good,passed,optimal,optimal,True
176,DSB Iba1 39_40X_CA3,0.6,1.0,0.9111111111111112,1.607843137254902,3,51,2,5,90,1.0321617126464844,1.1082649230957031,0.6,0.5666666666666667,CA3,39,1989,female,APP/PS1,good,passed,optimal,optimal,True
177,DSB Iba1 39_40X_CTX1,0.0,,0.369047619047619,1.1071428571428572,0,56,2,2,168,0.4506111145019531,0.3711700439453125,0.0,0.3333333333333333,CTX1,39,1989,female,APP/PS1,good,passed,optimal,optimal,True
178,DSB Iba1 39_40X_CTX2,0.4,2.0,0.4,1.1875,1,64,4,5,190,0.3875732421875,0.3496170043945312,0.2,0.3368421052631579,CTX2,39,1989,female,APP/PS1,good,passed,optimal,optimal,True
179,DSB Iba1 39_40X_CTX3,1.0,2.0,0.2450331125827814,1.0277777777777777,1,36,1,2,151,0.2254486083984375,0.2208709716796875,0.5,0.23841059602649,CTX3,39,1989,female,APP/PS1,good,passed,optimal,optimal,True
180,DSB Iba1 39_40X_DG,1.375,1.5714285714285714,0.7377049180327869,1.3533834586466165,7,133,1,8,244,1.4722824096679688,1.7183303833007812,0.875,0.5450819672131147,DG,39,1989,female,APP/PS1,good,passed,optimal,optimal,True
181,DSB Iba1 40_40X_CA1,0.5,1.0,0.363013698630137,1.1041666666666667,2,48,2,4,146,0.4599571228027344,1.3429641723632812,0.5,0.3287671232876712,CA1,40,2005,male,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
182,DSB Iba1 40_40X_CA3,0.625,1.0,0.7272727272727273,1.3333333333333333,5,48,3,8,88,0.5597114562988281,1.7145156860351562,0.625,0.5454545454545454,CA3,40,2005,male,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
183,DSB Iba1 40_40X_CTX1,0.95,1.4615384615384617,0.6645161290322581,1.3376623376623376,13,77,7,20,155,0.6749153137207031,3.7994384765625,0.65,0.4967741935483871,CTX1,40,2005,male,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
184,DSB Iba1 40_40X_CTX2,0.8181818181818182,1.8,0.6242038216560509,1.240506329113924,5,79,6,11,156,0.5100250244140625,3.754806518554688,0.4545454545454545,0.5064102564102564,CTX2,40,2005,male,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
185,DSB Iba1 40_40X_CTX3,1.375,1.5714285714285714,0.6486486486486487,1.2903225806451613,21,93,3,24,185,0.711822509765625,4.794597625732422,0.875,0.5027027027027027,CTX3,40,2005,male,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
186,DSB Iba1 40_40X_DG,1.8,2.25,1.189102564102564,1.5142857142857142,4,245,1,5,311,2.08282470703125,0.7130622863769531,0.8,0.7877813504823151,DG,40,2005,male,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
187,DSB Iba1 41_40X_CA1,0.5,1.0,0.6225165562913907,1.1898734177215189,2,79,2,4,151,0.7174491882324219,0.4645347595214844,0.5,0.5231788079470199,CA1,41,1995,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
188,DSB Iba1 41_40X_CA3,0.5,1.0,0.5,1.351351351351351,2,37,2,4,100,0.4147529602050781,0.6657600402832031,0.5,0.37,CA3,41,1995,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
189,DSB Iba1 41_40X_CTX1,,,0.0736196319018405,1.0,0,12,0,0,163,0.066375732421875,0.0162124633789062,,0.0736196319018405,CTX1,41,1995,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
190,DSB Iba1 41_40X_CTX2,0.0,,0.1405405405405405,1.1304347826086956,0,23,3,3,185,0.0730514526367187,0.2507209777832031,0.0,0.1243243243243243,CTX2,41,1995,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
191,DSB Iba1 41_40X_CTX3,0.6,1.5,0.1785714285714285,1.1904761904761905,2,21,3,5,140,0.0868797302246093,0.83465576171875,0.4,0.15,CTX3,41,1995,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
192,DSB Iba1 41_40X_DG,1.0,1.0,1.0633608815426998,1.413919413919414,6,273,0,6,363,2.2176742553710938,0.9260177612304688,1.0,0.7520661157024794,DG,41,1995,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
193,DSB Iba1 42_40X_CA1,1.3333333333333333,1.3333333333333333,0.4137931034482758,1.1538461538461535,3,52,0,3,145,0.5374908447265625,0.5733489990234375,1.0,0.3586206896551724,CA1,42,2008,female,APP/PS1,good,passed,optimal,optimal,True
194,DSB Iba1 42_40X_CA3,1.3333333333333333,2.0,0.8058252427184466,1.66,4,50,2,6,103,0.6807327270507812,0.9168624877929688,0.6666666666666666,0.4854368932038835,CA3,42,2008,female,APP/PS1,good,passed,optimal,optimal,True
195,DSB Iba1 42_40X_CTX1,1.0,1.5,0.5238095238095238,1.1578947368421053,4,76,2,6,168,0.4649162292480469,0.74462890625,0.6666666666666666,0.4523809523809524,CTX1,42,2008,female,APP/PS1,good,passed,optimal,optimal,True
196,DSB Iba1 42_40X_CTX2,1.0,1.5,0.5225806451612903,1.2272727272727273,10,66,5,15,155,0.4080772399902344,1.824378967285156,0.6666666666666666,0.4258064516129032,CTX2,42,2008,female,APP/PS1,good,passed,optimal,optimal,True
197,DSB Iba1 42_40X_CTX3,1.5,1.875,0.7746478873239436,1.375,8,80,2,10,142,0.6461143493652344,0.9996414184570312,0.8,0.5633802816901409,CTX3,42,2008,female,APP/PS1,good,passed,optimal,optimal,True
198,DSB Iba1 42_40X_DG,1.0,2.0,0.8067010309278351,1.4227272727272726,2,220,2,4,387,1.3035774230957031,0.988483428955078,0.5,0.5684754521963824,DG,42,2008,female,APP/PS1,good,passed,optimal,optimal,True
199,DSB Iba1 43_40X_CA1,0.4545454545454545,1.25,0.3154362416107382,1.068181818181818,4,44,7,11,149,0.3113746643066406,3.304767608642578,0.3636363636363636,0.2953020134228188,CA1,43,2042,male,APP/PS1,good,passed,optimal,optimal,True
