index,filename,avg_dna_damage_foci/glia_+,avg_dna_damage_foci/glia_+_damage_+,avg_dna_damage_foci/all_nuclei,avg_dna_damage_foci/all_nuclei_damage_+,nr_+_dna_damage_glia_nuclei,nr_+_dna_damage_all_nuclei,nr_-_dna_damage_glia_nuclei,nr_glia_+_nuclei,nr_total_nuclei,%_dna_damage_signal,%_glia+_signal,damage_load_ratio_glia_+_cells,damage_load_ratio_all_cells,tissue_location,staining_id,animal_id,sex,genotype,dna_damage_stain_quality_manual,manual_qc,glia_stain_quality_auto,dna_damage_stain_quality_auto,staining_qc_passed
200,DSB Iba1 43_40X_CA3,0.7142857142857143,1.25,1.2772277227722773,1.7551020408163265,4,147,3,7,202,2.048969268798828,5.7796478271484375,0.5714285714285714,0.7277227722772277,CA3,43,2042,male,APP/PS1,good,passed,optimal,optimal,True
201,DSB Iba1 43_40X_CTX1,2.071428571428572,2.761904761904762,1.4035874439461884,2.143835616438356,21,146,7,28,222,1.3188362121582031,12.746238708496094,0.75,0.6576576576576577,CTX1,43,2042,male,APP/PS1,good,passed,optimal,optimal,True
202,DSB Iba1 43_40X_CTX2,0.5,1.6666666666666667,0.4009661835748792,1.1857142857142855,6,70,14,20,207,0.3693580627441406,7.944774627685547,0.3,0.3381642512077294,CTX2,43,2042,male,APP/PS1,good,passed,optimal,optimal,True
203,DSB Iba1 43_40X_CTX3,0.9166666666666666,1.2222222222222223,0.9282296650717704,1.779816513761468,9,109,3,12,209,0.8925437927246094,7.372093200683594,0.75,0.5215311004784688,CTX3,43,2042,male,APP/PS1,good,passed,optimal,optimal,True
204,DSB Iba1 43_40X_DG,2.871794871794872,2.9473684210526314,2.459537572254335,2.7363344051446945,38,311,1,39,345,3.8147926330566406,16.925048828125,0.9743589743589745,0.9014492753623188,DG,43,2042,male,APP/PS1,good,passed,optimal,optimal,True
205,DSB Iba1 44_40X_CA1,1.4193548387096775,1.4666666666666666,1.5036496350364963,1.525925925925926,30,135,1,31,137,71.6085433959961,45.28112411499024,0.967741935483871,0.9854014598540146,CA1,44,147,female,APP/PS1,poor,passed,suboptimal,suboptimal,False
206,DSB Iba1 44_40X_CA3,1.1111111111111112,1.1111111111111112,1.7373737373737377,1.7373737373737377,18,99,0,18,99,81.05602264404297,48.995113372802734,1.0,1.0,CA3,44,147,female,APP/PS1,poor,passed,suboptimal,suboptimal,False
207,DSB Iba1 44_40X_CTX1,1.0925925925925926,1.0925925925925926,1.337552742616034,1.337552742616034,54,237,0,54,237,83.38785171508789,61.879920959472656,1.0,1.0,CTX1,44,147,female,APP/PS1,poor,passed,suboptimal,suboptimal,False
208,DSB Iba1 44_40X_DG,1.1772151898734178,1.1772151898734178,1.7467248908296944,1.7777777777777777,79,225,0,79,228,45.105743408203125,39.72511291503906,1.0,0.986842105263158,DG,44,147,female,APP/PS1,poor,passed,suboptimal,suboptimal,False
209,DSB Iba1 45_40X_CA1,2.0,2.4615384615384617,1.922619047619048,2.691666666666667,13,120,3,16,167,1.8074989318847656,6.223964691162109,0.8125,0.718562874251497,CA1,45,1887,male,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
210,DSB Iba1 45_40X_CA3,1.6666666666666667,2.5,1.548780487804878,2.4423076923076925,2,104,1,3,163,1.5021324157714844,5.231571197509766,0.6666666666666666,0.6380368098159509,CA3,45,1887,male,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
211,DSB Iba1 45_40X_CTX1,0.75,1.2857142857142858,0.5304347826086957,1.4352941176470588,7,85,5,12,230,0.8280754089355469,4.201602935791016,0.5833333333333334,0.3695652173913043,CTX1,45,1887,male,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
212,DSB Iba1 45_40X_CTX2,0.8,1.4285714285714286,0.3828828828828828,1.2318840579710144,14,69,11,25,222,0.4374504089355469,4.376411437988281,0.56,0.3108108108108108,CTX2,45,1887,male,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
213,DSB Iba1 45_40X_CTX3,0.7647058823529411,1.625,0.4492753623188406,1.3676470588235294,8,68,9,17,207,0.3774642944335937,3.458404541015625,0.4705882352941176,0.3285024154589372,CTX3,45,1887,male,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
214,DSB Iba1 45_40X_DG,2.0454545454545454,2.3684210526315788,2.2536945812807883,2.563025210084034,19,357,3,22,404,4.353618621826172,7.775020599365234,0.8636363636363636,0.8836633663366337,DG,45,1887,male,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
215,DSB Iba1 46_40X_CA1,2.303030303030303,2.375,2.9642857142857144,3.0365853658536586,64,164,2,66,168,48.19374084472656,47.70441055297852,0.9696969696969696,0.9761904761904762,CA1,46,253,female,APP/PS1 x Neil3 KO,poor,passed,suboptimal,suboptimal,False
216,DSB Iba1 46_40X_CA3,2.6666666666666665,3.096774193548387,4.0,4.548387096774194,31,124,5,36,141,18.149757385253903,31.574440002441406,0.8611111111111112,0.8794326241134752,CA3,46,253,female,APP/PS1 x Neil3 KO,poor,passed,optimal,optimal,False
217,DSB Iba1 46_40X_CTX1,1.8481012658227849,1.896103896103896,2.973584905660377,3.0076335877862594,77,262,2,79,265,58.10279846191406,46.37212753295898,0.9746835443037974,0.9886792452830188,CTX1,46,253,female,APP/PS1 x Neil3 KO,poor,passed,suboptimal,suboptimal,False
218,DSB Iba1 46_40X_CTX2,1.4807692307692308,1.4951456310679612,2.111498257839721,2.126315789473684,103,285,1,104,287,64.41020965576172,51.16119384765625,0.9903846153846154,0.9930313588850174,CTX2,46,253,female,APP/PS1 x Neil3 KO,poor,passed,suboptimal,suboptimal,False
219,DSB Iba1 46_40X_CTX3,1.9558823529411764,1.985074626865672,2.925311203319502,2.98728813559322,67,236,1,68,241,45.4249382019043,32.654476165771484,0.9852941176470588,0.979253112033195,CTX3,46,253,female,APP/PS1 x Neil3 KO,poor,passed,optimal,suboptimal,False
220,DSB Iba1 46_40X_DG,2.129032258064516,2.129032258064516,2.68944099378882,2.6978193146417446,124,321,0,124,320,52.95248031616211,56.203651428222656,1.0,1.003125,DG,46,253,female,APP/PS1 x Neil3 KO,poor,passed,suboptimal,suboptimal,False
221,DSB Iba1 47_40X_CA1,1.1176470588235294,1.9,1.4210526315789471,2.475,10,120,7,17,209,3.0524253845214844,6.558036804199219,0.5882352941176471,0.5741626794258373,CA1,47,887,male,APP/PS1,good,passed,optimal,optimal,True
222,DSB Iba1 47_40X_CA3,2.117647058823529,2.769230769230769,4.093023255813954,4.888888888888889,13,144,4,17,172,5.192661285400391,8.901691436767578,0.7647058823529411,0.8372093023255814,CA3,47,887,male,APP/PS1,good,passed,optimal,optimal,True
223,DSB Iba1 47_40X_CTX1,0.6111111111111112,1.6923076923076923,0.6153846153846154,1.5539568345323742,13,139,23,36,351,0.7054328918457031,5.655956268310547,0.3611111111111111,0.396011396011396,CTX1,47,887,male,APP/PS1,good,passed,optimal,optimal,True
224,DSB Iba1 47_40X_CTX2,2.6486486486486487,2.7222222222222223,3.01423487544484,3.2452107279693485,72,261,2,74,281,18.903064727783203,30.04922866821289,0.972972972972973,0.9288256227758008,CTX2,47,887,male,APP/PS1,good,passed,optimal,optimal,True
225,DSB Iba1 47_40X_CTX3,1.7027027027027026,2.032258064516129,1.6936936936936935,2.065934065934066,31,182,6,37,222,5.331134796142578,14.159202575683594,0.8378378378378378,0.8198198198198198,CTX3,47,887,male,APP/PS1,good,passed,optimal,optimal,True
226,DSB Iba1 47_40X_DG,4.75,4.75,3.888888888888889,3.9820359281437128,16,334,0,16,341,22.7813720703125,13.895225524902344,1.0,0.9794721407624634,DG,47,887,male,APP/PS1,good,passed,optimal,optimal,True
227,DSB Iba1 48_40X_CA1,1.4285714285714286,1.6666666666666667,1.1333333333333333,1.5813953488372092,6,86,1,7,120,0.7757186889648438,3.3704757690429688,0.8571428571428571,0.7166666666666667,CA1,48,2041,female,APP/PS1,good,passed,optimal,optimal,True
228,DSB Iba1 48_40X_CA3,1.25,1.25,0.6195652173913043,1.425,4,40,0,4,92,0.5895614624023438,2.537250518798828,1.0,0.4347826086956521,CA3,48,2041,female,APP/PS1,good,passed,optimal,optimal,True
229,DSB Iba1 48_40X_CTX1,0.9428571428571428,1.5714285714285714,0.691304347826087,1.261904761904762,21,126,14,35,230,0.8686065673828125,4.6924591064453125,0.6,0.5478260869565217,CTX1,48,2041,female,APP/PS1,good,passed,optimal,optimal,True
230,DSB Iba1 48_40X_CTX2,1.0,1.6,0.7406015037593985,1.2547770700636942,15,157,9,24,266,1.111125946044922,3.786659240722656,0.625,0.5902255639097744,CTX2,48,2041,female,APP/PS1,good,passed,optimal,optimal,True
231,DSB Iba1 48_40X_CTX3,1.0,1.5384615384615383,0.7831858407079646,1.3208955223880596,13,134,7,20,226,1.1597633361816406,3.594589233398437,0.65,0.5929203539823009,CTX3,48,2041,female,APP/PS1,good,passed,optimal,optimal,True
232,DSB Iba1 48_40X_DG,1.1538461538461535,1.875,1.7268041237113405,2.0743034055727554,8,323,5,13,386,2.8412818908691406,5.111885070800781,0.6153846153846154,0.8367875647668394,DG,48,2041,female,APP/PS1,good,passed,optimal,optimal,True
233,DSB Iba1 49_40X_CA1,2.176470588235294,2.176470588235294,2.551515151515152,2.647798742138365,17,159,0,17,164,44.43187713623047,8.189868927001953,1.0,0.9695121951219512,CA1,49,231,male,APP/PS1 x Neil3 KO,poor,failed,optimal,suboptimal,False
234,DSB Iba1 49_40X_CA3,0.625,1.6666666666666667,2.7868852459016398,4.594594594594595,6,74,10,16,122,4.161643981933594,6.575107574462891,0.375,0.6065573770491803,CA3,49,231,male,APP/PS1 x Neil3 KO,poor,failed,optimal,optimal,False
235,DSB Iba1 49_40X_CTX1,1.25,1.4285714285714286,1.6125,1.7793103448275862,14,145,2,16,160,35.48917770385742,8.087635040283203,0.875,0.90625,CTX1,49,231,male,APP/PS1 x Neil3 KO,poor,failed,optimal,optimal,False
236,DSB Iba1 49_40X_CTX2,1.7777777777777777,2.1333333333333333,1.7382198952879582,1.908045977011494,15,174,3,18,191,37.35837936401367,6.462860107421875,0.8333333333333334,0.9109947643979056,CTX2,49,231,male,APP/PS1 x Neil3 KO,poor,failed,optimal,suboptimal,False
237,DSB Iba1 49_40X_CTX3,0.5882352941176471,1.1111111111111112,1.2014388489208634,2.0365853658536586,9,82,8,17,139,2.4756431579589844,2.49490737915039,0.5294117647058824,0.5899280575539568,CTX3,49,231,male,APP/PS1 x Neil3 KO,poor,failed,optimal,optimal,False
238,DSB Iba1 49_40X_DG,2.0,2.0,2.992957746478873,3.0249110320284696,28,281,0,28,284,54.27255630493164,14.119243621826172,1.0,0.98943661971831,DG,49,231,male,APP/PS1 x Neil3 KO,poor,failed,optimal,suboptimal,False
239,DSB Iba1 50_40X_CA1,0.1538461538461538,1.0,0.1866666666666666,1.2173913043478262,2,23,11,13,150,0.0975608825683593,4.873561859130859,0.1538461538461538,0.1533333333333333,CA1,50,1996,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
240,DSB Iba1 50_40X_CA3,0.1111111111111111,1.0,0.4758064516129032,1.3409090909090908,1,44,8,9,124,0.5349159240722656,3.848457336425781,0.1111111111111111,0.3548387096774194,CA3,50,1996,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
241,DSB Iba1 50_40X_CTX1,0.0,,0.0157480314960629,1.0,0,4,24,24,254,0.0278472900390625,6.229019165039063,0.0,0.0157480314960629,CTX1,50,1996,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
242,DSB Iba1 50_40X_CTX2,0.1428571428571428,1.0,0.180672268907563,1.1025641025641026,2,39,12,14,238,0.2301216125488281,5.149269104003906,0.1428571428571428,0.1638655462184874,CTX2,50,1996,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
243,DSB Iba1 50_40X_CTX3,0.6451612903225806,1.4285714285714286,0.7905759162303665,1.4245283018867925,14,106,17,31,191,1.0915756225585938,5.641460418701172,0.4516129032258064,0.5549738219895288,CTX3,50,1996,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
244,DSB Iba1 50_40X_DG,0.4666666666666667,1.1666666666666667,0.343811394891945,1.1513157894736843,6,152,9,15,505,0.46234130859375,5.594158172607422,0.4,0.300990099009901,DG,50,1996,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
245,DSB Iba1 51_40X_CA1,0.6,1.8,0.375,1.148936170212766,5,47,10,15,144,0.4143714904785156,6.222438812255859,0.3333333333333333,0.3263888888888889,CA1,51,2014,male,APP/PS1,good,passed,optimal,optimal,True
246,DSB Iba1 51_40X_CA3,1.0,1.6,0.811965811965812,1.484375,5,64,3,8,117,0.7281303405761719,6.045722961425781,0.625,0.5470085470085471,CA3,51,2014,male,APP/PS1,good,passed,optimal,optimal,True
247,DSB Iba1 51_40X_CTX1,0.3888888888888889,1.75,0.2876712328767123,1.2,4,35,14,18,146,0.2779006958007812,4.617595672607422,0.2222222222222222,0.2397260273972602,CTX1,51,2014,male,APP/PS1,good,passed,optimal,optimal,True
248,DSB Iba1 51_40X_CTX2,0.3333333333333333,1.1428571428571428,0.2227272727272727,1.0425531914893618,7,47,17,24,220,0.2605438232421875,7.056903839111328,0.2916666666666667,0.2136363636363636,CTX2,51,2014,male,APP/PS1,good,passed,optimal,optimal,True
249,DSB Iba1 51_40X_CTX3,0.6153846153846154,1.3333333333333333,0.4530386740331492,1.28125,12,64,14,26,181,0.4462242126464844,9.714698791503906,0.4615384615384615,0.3535911602209944,CTX3,51,2014,male,APP/PS1,good,passed,optimal,optimal,True
250,DSB Iba1 51_40X_DG,0.8181818181818182,1.3846153846153846,0.8927613941018767,1.3875,13,240,9,22,371,1.5252113342285156,6.879520416259766,0.5909090909090909,0.6469002695417789,DG,51,2014,male,APP/PS1,good,passed,optimal,optimal,True
251,DSB Iba1 52_40X_CA1,1.2,1.2,0.3939393939393939,1.1304347826086956,5,46,0,5,132,0.2756118774414062,5.399608612060547,1.0,0.3484848484848485,CA1,52,1891,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
252,DSB Iba1 52_40X_CA3,1.0,1.4,0.6122448979591837,1.5,5,40,2,7,98,0.4342079162597656,4.315376281738281,0.7142857142857143,0.4081632653061224,CA3,52,1891,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
253,DSB Iba1 52_40X_CTX1,0.3478260869565217,2.0,0.2903225806451613,1.44,4,25,19,23,124,0.1187324523925781,7.786273956298828,0.1739130434782608,0.2016129032258064,CTX1,52,1891,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
254,DSB Iba1 52_40X_CTX2,0.6451612903225806,1.25,0.5,1.2253521126760565,16,71,15,31,174,0.3239631652832031,10.270881652832031,0.5161290322580645,0.4080459770114942,CTX2,52,1891,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
255,DSB Iba1 52_40X_CTX3,0.5384615384615384,1.4,0.5257731958762887,1.3421052631578947,10,76,16,26,194,0.4559516906738281,10.033130645751951,0.3846153846153846,0.3917525773195876,CTX3,52,1891,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
256,DSB Iba1 52_40X_DG,0.875,1.5555555555555556,0.5926966292134831,1.2057142857142855,9,175,7,16,356,0.7616043090820312,7.422256469726562,0.5625,0.4915730337078651,DG,52,1891,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
257,DSB Iba1 53_40X_CA1,2.0,2.0,3.311111111111111,4.110344827586207,6,145,0,6,179,4.520511627197266,2.5342941284179688,1.0,0.8100558659217877,CA1,53,885,male,APP/PS1,good,passed,optimal,optimal,True
258,DSB Iba1 53_40X_CA3,1.3333333333333333,1.6,3.736196319018405,4.413043478260869,5,138,1,6,163,6.536006927490234,2.4756431579589844,0.8333333333333334,0.8466257668711656,CA3,53,885,male,APP/PS1,good,passed,optimal,optimal,True
259,DSB Iba1 53_40X_CTX1,1.9583333333333333,2.136363636363636,2.048872180451128,2.6201923076923075,22,208,2,24,266,3.690528869628906,7.878398895263672,0.9166666666666666,0.7819548872180451,CTX1,53,885,male,APP/PS1,good,passed,optimal,optimal,True
260,DSB Iba1 53_40X_CTX2,2.0,2.260869565217391,1.755,2.279220779220779,23,154,3,26,200,3.605270385742188,7.045269012451172,0.8846153846153846,0.77,CTX2,53,885,male,APP/PS1,good,passed,optimal,optimal,True
261,DSB Iba1 53_40X_CTX3,1.7692307692307692,2.555555555555556,1.818840579710145,2.436893203883495,9,103,4,13,138,3.4102439880371094,5.187797546386719,0.6923076923076923,0.7463768115942029,CTX3,53,885,male,APP/PS1,good,passed,optimal,optimal,True
262,DSB Iba1 53_40X_DG,1.8333333333333333,1.9411764705882355,3.3607142857142858,3.605363984674329,17,261,1,18,280,10.100555419921877,3.43008041381836,0.9444444444444444,0.9321428571428572,DG,53,885,male,APP/PS1,good,passed,optimal,optimal,True
263,DSB Iba1 54_40X_CA1,1.4,1.75,0.5692307692307692,1.2982456140350878,4,57,1,5,130,0.5602836608886719,2.426910400390625,0.8,0.4384615384615384,CA1,54,2012,male,APP/PS1,good,passed,optimal,optimal,True
264,DSB Iba1 54_40X_CA3,1.3333333333333333,1.3333333333333333,1.062992125984252,1.588235294117647,3,85,0,3,127,1.2754440307617188,1.7024993896484375,1.0,0.6692913385826772,CA3,54,2012,male,APP/PS1,good,passed,optimal,optimal,True
265,DSB Iba1 54_40X_CTX1,0.6,1.2,0.6907216494845361,1.4565217391304348,5,92,5,10,194,0.823211669921875,4.989528656005859,0.5,0.4742268041237113,CTX1,54,2012,male,APP/PS1,good,passed,optimal,optimal,True
266,DSB Iba1 54_40X_CTX2,1.0,1.6666666666666667,0.7251461988304093,1.3777777777777778,6,90,4,10,171,0.7739067077636719,3.8888931274414062,0.6,0.5263157894736842,CTX2,54,2012,male,APP/PS1,good,passed,optimal,optimal,True
267,DSB Iba1 54_40X_CTX3,1.2,1.8461538461538465,0.7797619047619048,1.4719101123595506,13,89,7,20,168,0.8355140686035156,5.550861358642578,0.65,0.5297619047619048,CTX3,54,2012,male,APP/PS1,good,passed,optimal,optimal,True
268,DSB Iba1 54_40X_DG,0.7692307692307693,1.4285714285714286,1.2145110410094635,1.6041666666666667,7,240,6,13,317,1.9334793090820312,3.528308868408203,0.5384615384615384,0.7570977917981072,DG,54,2012,male,APP/PS1,good,passed,optimal,optimal,True
269,DSB Iba1 55_40X_CA1,0.4285714285714285,1.0,0.4961240310077519,1.2075471698113207,3,53,4,7,129,0.495147705078125,1.777362823486328,0.4285714285714285,0.4108527131782946,CA1,55,1989,female,APP/PS1,good,passed,optimal,optimal,True
270,DSB Iba1 55_40X_CA3,0.6666666666666666,1.0,0.6210526315789474,1.5526315789473684,2,38,1,3,95,0.4197120666503906,1.872539520263672,0.6666666666666666,0.4,CA3,55,1989,female,APP/PS1,good,passed,optimal,optimal,True
271,DSB Iba1 55_40X_CTX1,0.125,1.0,0.0534351145038167,1.0,1,7,7,8,131,0.0318527221679687,1.2282371520996094,0.125,0.0534351145038167,CTX1,55,1989,female,APP/PS1,good,passed,optimal,optimal,True
272,DSB Iba1 55_40X_CTX2,0.6666666666666666,1.5,0.7847222222222222,1.3950617283950617,4,81,5,9,144,0.611114501953125,3.083038330078125,0.4444444444444444,0.5625,CTX2,55,1989,female,APP/PS1,good,passed,optimal,optimal,True
273,DSB Iba1 55_40X_CTX3,0.0,,0.188235294117647,1.3333333333333333,0,12,6,6,85,0.0937461853027343,0.5826950073242188,0.0,0.1411764705882353,CTX3,55,1989,female,APP/PS1,good,passed,optimal,optimal,True
274,DSB Iba1 55_40X_DG,0.7272727272727273,1.3333333333333333,0.8403990024937655,1.3534136546184738,6,249,5,11,400,1.6141891479492188,2.5461196899414062,0.5454545454545454,0.6225,DG,55,1989,female,APP/PS1,good,passed,optimal,optimal,True
275,DSB Iba1 56_40X_CA1,1.0,1.8571428571428568,0.5095541401273885,1.2121212121212122,7,66,6,13,157,0.609588623046875,4.4521331787109375,0.5384615384615384,0.4203821656050955,CA1,56,2008,female,APP/PS1,good,passed,optimal,optimal,True
276,DSB Iba1 56_40X_CA3,0.4166666666666667,1.6666666666666667,0.6515151515151515,1.5636363636363635,3,55,9,12,132,0.5918502807617188,4.624557495117188,0.25,0.4166666666666667,CA3,56,2008,female,APP/PS1,good,passed,optimal,optimal,True
277,DSB Iba1 56_40X_CTX1,0.9523809523809524,1.6666666666666667,0.5056179775280899,1.2328767123287672,12,73,9,21,178,0.4897117614746094,5.258560180664063,0.5714285714285714,0.4101123595505618,CTX1,56,2008,female,APP/PS1,good,passed,optimal,optimal,True
278,DSB Iba1 56_40X_CTX2,0.782608695652174,1.2857142857142858,0.3388429752066115,1.1232876712328768,14,73,9,23,242,0.3222465515136719,5.3241729736328125,0.6086956521739131,0.3016528925619834,CTX2,56,2008,female,APP/PS1,good,passed,optimal,optimal,True
279,DSB Iba1 56_40X_CTX3,0.2777777777777778,1.1111111111111112,0.3351063829787234,1.2115384615384617,9,52,27,36,188,0.2533912658691406,4.150867462158203,0.25,0.2765957446808511,CTX3,56,2008,female,APP/PS1,good,passed,optimal,optimal,True
280,DSB Iba1 56_40X_DG,1.1875,1.9,0.7286063569682152,1.4396135265700485,10,207,6,16,406,0.9902000427246094,5.023097991943359,0.625,0.5098522167487685,DG,56,2008,female,APP/PS1,good,passed,optimal,optimal,True
281,DSB Iba1 57_40X_CA1,0.9090909090909092,1.4285714285714286,2.1621621621621623,3.7383177570093458,7,107,4,11,185,1.7914772033691406,2.201366424560547,0.6363636363636364,0.5783783783783784,CA1,57,305,male,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
282,DSB Iba1 57_40X_CA3,1.375,1.8333333333333333,4.255952380952381,5.458015267175573,6,131,2,8,168,6.385135650634766,4.8095703125,0.75,0.7797619047619048,CA3,57,305,male,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
283,DSB Iba1 57_40X_CTX1,1.4285714285714286,1.6666666666666667,0.3698113207547169,1.3611111111111112,12,72,2,14,265,0.3266334533691406,2.260112762451172,0.8571428571428571,0.2716981132075471,CTX1,57,305,male,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
284,DSB Iba1 57_40X_CTX2,0.75,1.125,0.3571428571428571,1.3013698630136987,8,73,4,12,266,0.4457473754882812,1.4965057373046875,0.6666666666666666,0.2744360902255639,CTX2,57,305,male,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
285,DSB Iba1 57_40X_CTX3,0.5454545454545454,1.2,0.190721649484536,1.15625,5,32,6,11,194,0.1439094543457031,1.306438446044922,0.4545454545454545,0.1649484536082474,CTX3,57,305,male,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
286,DSB Iba1 57_40X_DG,1.1071428571428572,1.7222222222222223,1.8514285714285716,2.793103448275862,18,232,10,28,350,2.986621856689453,5.2936553955078125,0.6428571428571429,0.6628571428571428,DG,57,305,male,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
287,DSB Iba1 58_40X_CA1,1.25,1.6666666666666667,0.6528925619834711,1.2153846153846153,3,65,1,4,121,0.6536483764648438,2.06155776977539,0.75,0.5371900826446281,CA1,58,2005,male,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
288,DSB Iba1 58_40X_CA3,0.6666666666666666,1.0,0.8761061946902655,1.4776119402985075,4,67,2,6,113,0.7616043090820312,1.918315887451172,0.6666666666666666,0.5929203539823009,CA3,58,2005,male,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
289,DSB Iba1 58_40X_CTX1,1.1764705882352942,1.818181818181818,0.5886524822695035,1.3174603174603174,11,63,6,17,141,0.4926681518554687,4.450321197509766,0.6470588235294118,0.4468085106382978,CTX1,58,2005,male,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
290,DSB Iba1 58_40X_CTX2,1.1875,1.5833333333333333,0.837696335078534,1.4678899082568808,12,109,4,16,191,0.8916854858398438,2.5277137756347656,0.75,0.5706806282722513,CTX2,58,2005,male,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
291,DSB Iba1 58_40X_CTX3,1.0,1.5,0.5677083333333334,1.313253012048193,4,83,2,6,192,0.553131103515625,0.5662918090820312,0.6666666666666666,0.4322916666666667,CTX3,58,2005,male,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
292,DSB Iba1 58_40X_DG,1.5,1.5,0.7709677419354839,1.2780748663101604,2,187,0,2,310,1.1504173278808594,1.5165328979492188,1.0,0.603225806451613,DG,58,2005,male,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
293,DSB Iba1 59_40X_CA1,0.8,1.0,0.6390532544378699,1.2413793103448276,4,87,1,5,169,0.9168624877929688,3.539466857910156,0.8,0.514792899408284,CA1,59,1995,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
294,DSB Iba1 59_40X_CA3,0.8,1.3333333333333333,0.45,1.25,3,36,2,5,100,0.3584861755371094,2.4675369262695312,0.6,0.36,CA3,59,1995,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
295,DSB Iba1 59_40X_CTX1,0.7777777777777778,1.75,0.6515151515151515,1.2169811320754718,4,106,5,9,198,0.8263587951660156,3.9608001708984375,0.4444444444444444,0.5353535353535354,CTX1,59,1995,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
296,DSB Iba1 59_40X_CTX2,0.6,1.0909090909090908,0.4041095890410959,1.2040816326530612,11,49,9,20,146,0.3554344177246094,6.726360321044922,0.55,0.3356164383561644,CTX2,59,1995,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
297,DSB Iba1 59_40X_CTX3,0.6956521739130435,1.4545454545454546,0.4962962962962963,1.2407407407407407,11,54,12,23,135,0.322723388671875,5.142498016357422,0.4782608695652174,0.4,CTX3,59,1995,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
298,DSB Iba1 59_40X_DG,1.5,1.8,0.9853372434017597,1.360323886639676,5,247,1,6,341,2.118110656738281,3.248310089111328,0.8333333333333334,0.7243401759530792,DG,59,1995,female,APP/PS1 x Neil3 KO,good,passed,optimal,optimal,True
